,lat,long,weather
tuensang,25.644055344662405,95.46149648049061,"{'coord': {'lon': 94.81, 'lat': 26.24}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 287.698, 'pressure': 904.4, 'humidity': 72, 'temp_min': 287.698, 'temp_max': 287.698, 'sea_level': 1032, 'grnd_level': 904.4}, 'wind': {'speed': 0.96, 'deg': 127.501}, 'clouds': {'all': 0}, 'dt': 1547956290, 'sys': {'message': 0.004, 'country': 'IN', 'sunrise': 1547944161, 'sunset': 1547982852}, 'id': 1254133, 'name': 'Tuensang', 'cod': 200}"
mitsamiouli,-6.7583507307078605,44.40221031755652,"{'coord': {'lon': 43.28, 'lat': -11.38}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 300.15, 'pressure': 1011, 'humidity': 83, 'temp_min': 300.15, 'temp_max': 300.15}, 'visibility': 10000, 'wind': {'speed': 2.1, 'deg': 50}, 'clouds': {'all': 40}, 'dt': 1547953200, 'sys': {'type': 1, 'id': 2129, 'message': 0.0035, 'country': 'KM', 'sunrise': 1547953030, 'sunset': 1547998703}, 'id': 921786, 'name': 'Mitsamiouli', 'cod': 200}"
sao joao dos patos,-6.5321666410186054,-43.48473136782951,"{'coord': {'lon': -43.7, 'lat': -6.5}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 294.348, 'pressure': 995.59, 'humidity': 97, 'temp_min': 294.348, 'temp_max': 294.348, 'sea_level': 1026.73, 'grnd_level': 995.59}, 'wind': {'speed': 1.06, 'deg': 70.0008}, 'clouds': {'all': 24}, 'dt': 1547956291, 'sys': {'message': 0.0032, 'country': 'BR', 'sunrise': 1547974356, 'sunset': 1548019138}, 'id': 3388615, 'name': 'Sao Joao dos Patos', 'cod': 200}"
krasnoselkup,67.6186974995702,83.98101037282464,"{'cod': '404', 'message': 'city not found'}"
vao,-25.901801845391645,175.30999570581383,"{'coord': {'lon': 26.19, 'lat': 59.1}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 268.948, 'pressure': 1005.23, 'humidity': 83, 'temp_min': 268.948, 'temp_max': 268.948, 'sea_level': 1013.27, 'grnd_level': 1005.23}, 'wind': {'speed': 7.76, 'deg': 296.001}, 'clouds': {'all': 68}, 'dt': 1547956139, 'sys': {'message': 0.0034, 'country': 'EE', 'sunrise': 1547966918, 'sunset': 1547993063}, 'id': 588365, 'name': 'Vao', 'cod': 200}"
malakal,9.952174002756749,31.274945247041728,"{'cod': '404', 'message': 'city not found'}"
mantua,24.70644387271851,-86.0651298947526,"{'coord': {'lon': 10.79, 'lat': 45.16}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 273.22, 'pressure': 1015, 'humidity': 92, 'temp_min': 272.15, 'temp_max': 274.15}, 'visibility': 10000, 'wind': {'speed': 1.5, 'deg': 310}, 'clouds': {'all': 40}, 'dt': 1547954400, 'sys': {'type': 1, 'id': 6776, 'message': 0.0047, 'country': 'IT', 'sunrise': 1547966934, 'sunset': 1548000428}, 'id': 3174050, 'name': 'Mantua', 'cod': 200}"
port moresby,-10.867438489843309,147.93885058676216,"{'coord': {'lon': 147.16, 'lat': -9.47}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 303.15, 'pressure': 1008, 'humidity': 70, 'temp_min': 303.15, 'temp_max': 303.15}, 'visibility': 10000, 'wind': {'speed': 6.2, 'deg': 280}, 'clouds': {'all': 75}, 'dt': 1547953200, 'sys': {'type': 1, 'id': 42, 'message': 0.003, 'country': 'PG', 'sunrise': 1547928266, 'sunset': 1547973595}, 'id': 2088122, 'name': 'Port Moresby', 'cod': 200}"
launceston,-40.54227740786169,150.24956984586157,"{'coord': {'lon': 147.14, 'lat': -41.43}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 301.15, 'pressure': 1016, 'humidity': 32, 'temp_min': 301.15, 'temp_max': 301.15}, 'visibility': 10000, 'wind': {'speed': 4.6, 'deg': 10}, 'clouds': {'all': 0}, 'dt': 1547953200, 'sys': {'type': 1, 'id': 9549, 'message': 0.0039, 'country': 'AU', 'sunrise': 1547924474, 'sunset': 1547977369}, 'id': 2160517, 'name': 'Launceston', 'cod': 200}"
attawapiskat,52.383133556367966,-82.9646713551573,"{'cod': '404', 'message': 'city not found'}"
manzhouli,46.27905365321084,117.67278675291482,"{'coord': {'lon': 117.43, 'lat': 49.6}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 261.848, 'pressure': 940.39, 'humidity': 58, 'temp_min': 261.848, 'temp_max': 261.848, 'sea_level': 1035.08, 'grnd_level': 940.39}, 'wind': {'speed': 4.76, 'deg': 292.001}, 'clouds': {'all': 0}, 'dt': 1547956294, 'sys': {'message': 0.0035, 'country': 'CN', 'sunrise': 1547942250, 'sunset': 1547973918}, 'id': 2035836, 'name': 'Manzhouli', 'cod': 200}"
lasa,35.1663965682247,89.03427352240584,"{'coord': {'lon': 32.53, 'lat': 34.92}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 283.44, 'pressure': 1022, 'humidity': 87, 'temp_min': 281.15, 'temp_max': 285.15}, 'visibility': 10000, 'wind': {'speed': 3.1, 'deg': 30}, 'clouds': {'all': 20}, 'dt': 1547953200, 'sys': {'type': 1, 'id': 6374, 'message': 0.0037, 'country': 'CY', 'sunrise': 1547960141, 'sunset': 1547996778}, 'id': 146639, 'name': 'Lasa', 'cod': 200}"
mahibadhoo,4.919134355228891,61.90731449182479,"{'coord': {'lon': 72.97, 'lat': 3.78}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 299.898, 'pressure': 1028.18, 'humidity': 100, 'temp_min': 299.898, 'temp_max': 299.898, 'sea_level': 1028.14, 'grnd_level': 1028.18}, 'wind': {'speed': 4.26, 'deg': 46.5008}, 'clouds': {'all': 20}, 'dt': 1547956294, 'sys': {'message': 0.0041, 'country': 'MV', 'sunrise': 1547947259, 'sunset': 1547990228}, 'id': 1337605, 'name': 'Mahibadhoo', 'cod': 200}"
samarai,-13.5611379981232,152.3908482312819,"{'coord': {'lon': 150.67, 'lat': -10.62}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 299.098, 'pressure': 1017.64, 'humidity': 100, 'temp_min': 299.098, 'temp_max': 299.098, 'sea_level': 1020.65, 'grnd_level': 1017.64}, 'wind': {'speed': 6.36, 'deg': 269.001}, 'rain': {'3h': 6.51}, 'clouds': {'all': 92}, 'dt': 1547956280, 'sys': {'message': 0.0029, 'country': 'PG', 'sunrise': 1547927318, 'sunset': 1547972858}, 'id': 2132606, 'name': 'Samarai', 'cod': 200}"
vardo,85.70957929454832,36.768441610669015,"{'coord': {'lon': -77.74, 'lat': 39.62}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}, {'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}], 'base': 'stations', 'main': {'temp': 274.02, 'pressure': 1006, 'humidity': 88, 'temp_min': 273.15, 'temp_max': 275.15}, 'visibility': 8047, 'wind': {'speed': 4.1, 'deg': 60}, 'rain': {'1h': 2.46}, 'snow': {'1h': 1.1}, 'clouds': {'all': 90}, 'dt': 1547955240, 'sys': {'type': 1, 'id': 4360, 'message': 0.0041, 'country': 'US', 'sunrise': 1547987256, 'sunset': 1548022606}, 'id': 4372777, 'name': 'Vardo', 'cod': 200}"
andarab,35.64500696605596,70.02638256475251,"{'cod': '404', 'message': 'city not found'}"
georgetown,-3.7413508405940235,-16.37567103209733,"{'coord': {'lon': -58.16, 'lat': 6.8}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 297.15, 'pressure': 1014, 'humidity': 94, 'temp_min': 297.15, 'temp_max': 297.15}, 'visibility': 10000, 'wind': {'speed': 3.1, 'deg': 40}, 'clouds': {'all': 20}, 'dt': 1547953200, 'sys': {'type': 1, 'id': 8767, 'message': 0.0029, 'country': 'GY', 'sunrise': 1547979002, 'sunset': 1548021442}, 'id': 3378644, 'name': 'Georgetown', 'cod': 200}"
samusu,-1.999344733675457,-164.31984584220456,"{'cod': '404', 'message': 'city not found'}"
ulaanbaatar,48.04372494733448,106.65472980726224,"{'coord': {'lon': 106.92, 'lat': 47.92}, 'weather': [{'id': 711, 'main': 'Smoke', 'description': 'smoke', 'icon': '50d'}], 'base': 'stations', 'main': {'temp': 254.15, 'pressure': 1025, 'humidity': 77, 'temp_min': 254.15, 'temp_max': 254.15}, 'visibility': 3000, 'wind': {'speed': 1.46, 'deg': 211.001}, 'clouds': {'all': 0}, 'dt': 1547955000, 'sys': {'type': 1, 'id': 9644, 'message': 0.0032, 'country': 'MN', 'sunrise': 1547944411, 'sunset': 1547976801}, 'id': 2028462, 'name': 'Ulaanbaatar', 'cod': 200}"
tres arroyos,-37.81175362829494,-61.19238533388348,"{'coord': {'lon': -60.28, 'lat': -38.38}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 292.848, 'pressure': 1021.04, 'humidity': 62, 'temp_min': 292.848, 'temp_max': 292.848, 'sea_level': 1032.93, 'grnd_level': 1021.04}, 'wind': {'speed': 6.36, 'deg': 3.00079}, 'clouds': {'all': 0}, 'dt': 1547956296, 'sys': {'message': 0.0079, 'country': 'AR', 'sunrise': 1547974793, 'sunset': 1548026636}, 'id': 3833859, 'name': 'Tres Arroyos', 'cod': 200}"
sao joao da barra,-32.853574825280816,-26.259175152967657,"{'coord': {'lon': -41.05, 'lat': -21.64}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 300.423, 'pressure': 1026.8, 'humidity': 96, 'temp_min': 300.423, 'temp_max': 300.423, 'sea_level': 1026.85, 'grnd_level': 1026.8}, 'wind': {'speed': 13.36, 'deg': 35.0008}, 'clouds': {'all': 8}, 'dt': 1547956037, 'sys': {'message': 0.0034, 'country': 'BR', 'sunrise': 1547972271, 'sunset': 1548019942}, 'id': 3448903, 'name': 'Sao Joao da Barra', 'cod': 200}"
karmana,40.38231117329832,65.04607407285889,"{'cod': '404', 'message': 'city not found'}"
haibowan,42.621223447833984,106.08519448148974,"{'cod': '404', 'message': 'city not found'}"
necochea,-44.30818162694567,-58.31044434163799,"{'coord': {'lon': -58.74, 'lat': -38.55}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 290.398, 'pressure': 1028.42, 'humidity': 76, 'temp_min': 290.398, 'temp_max': 290.398, 'sea_level': 1034.1, 'grnd_level': 1028.42}, 'wind': {'speed': 5.81, 'deg': 20.5008}, 'clouds': {'all': 0}, 'dt': 1547956298, 'sys': {'message': 0.0097, 'country': 'AR', 'sunrise': 1547974396, 'sunset': 1548026292}, 'id': 3430443, 'name': 'Necochea', 'cod': 200}"
poronaysk,49.90546201934717,144.17638103910173,"{'coord': {'lon': 143.1, 'lat': 49.22}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 259.573, 'pressure': 981.08, 'humidity': 88, 'temp_min': 259.573, 'temp_max': 259.573, 'sea_level': 1018.82, 'grnd_level': 981.08}, 'wind': {'speed': 1.71, 'deg': 282.501}, 'clouds': {'all': 8}, 'dt': 1547956298, 'sys': {'message': 0.0043, 'country': 'RU', 'sunrise': 1547936009, 'sunset': 1547967834}, 'id': 2121909, 'name': 'Poronaysk', 'cod': 200}"
comodoro rivadavia,-46.773115049061865,-65.62407862810565,"{'coord': {'lon': -67.48, 'lat': -45.87}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 299.15, 'pressure': 1004, 'humidity': 26, 'temp_min': 299.15, 'temp_max': 299.15}, 'visibility': 10000, 'wind': {'speed': 5.1, 'deg': 270}, 'clouds': {'all': 0}, 'dt': 1547953200, 'sys': {'type': 1, 'id': 8284, 'message': 0.004, 'country': 'AR', 'sunrise': 1547975198, 'sunset': 1548029675}, 'id': 3860443, 'name': 'Comodoro Rivadavia', 'cod': 200}"
mackenzie,54.615643160706384,-123.15284719854392,"{'coord': {'lon': -123.09, 'lat': 55.34}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 273.15, 'pressure': 1004, 'humidity': 76, 'temp_min': 273.15, 'temp_max': 273.15}, 'visibility': 14484, 'wind': {'speed': 4.1, 'deg': 150}, 'clouds': {'all': 90}, 'dt': 1547953200, 'sys': {'type': 1, 'id': 1016, 'message': 0.0037, 'country': 'CA', 'sunrise': 1548001412, 'sunset': 1548030234}, 'id': 6063191, 'name': 'Mackenzie', 'cod': 200}"
alice springs,-24.10399384405936,135.33954995238196,"{'coord': {'lon': 133.88, 'lat': -23.7}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 314.15, 'pressure': 1012, 'humidity': 12, 'temp_min': 314.15, 'temp_max': 314.15}, 'visibility': 10000, 'wind': {'speed': 8.2, 'deg': 90, 'gust': 13.9}, 'clouds': {'all': 20}, 'dt': 1547953500, 'sys': {'type': 1, 'id': 9483, 'message': 0.008, 'country': 'AU', 'sunrise': 1547930046, 'sunset': 1547978181}, 'id': 2077895, 'name': 'Alice Springs', 'cod': 200}"
kentau,43.173570594709986,68.65131387212287,"{'coord': {'lon': 68.5, 'lat': 43.52}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 272.298, 'pressure': 934.96, 'humidity': 99, 'temp_min': 272.298, 'temp_max': 272.298, 'sea_level': 1029.81, 'grnd_level': 934.96}, 'wind': {'speed': 1.11, 'deg': 240.001}, 'clouds': {'all': 92}, 'dt': 1547956299, 'sys': {'message': 0.0208, 'country': 'KZ', 'sunrise': 1547952799, 'sunset': 1547986855}, 'id': 1522751, 'name': 'Kentau', 'cod': 200}"
korla,39.35682471791753,88.43171281601275,"{'cod': '404', 'message': 'city not found'}"
kaitangata,-54.36233391029274,172.47832655962668,"{'coord': {'lon': 169.85, 'lat': -46.28}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 288.348, 'pressure': 992.18, 'humidity': 85, 'temp_min': 288.348, 'temp_max': 288.348, 'sea_level': 1008.69, 'grnd_level': 992.18}, 'wind': {'speed': 15.66, 'deg': 282.001}, 'rain': {'3h': 0.475}, 'clouds': {'all': 76}, 'dt': 1547956237, 'sys': {'message': 0.0033, 'country': 'NZ', 'sunrise': 1547918098, 'sunset': 1547972833}, 'id': 2208248, 'name': 'Kaitangata', 'cod': 200}"
westpunt,12.463394136422835,-69.5156233542882,"{'cod': '404', 'message': 'city not found'}"
vestbygda,56.49165004784646,5.856126588619134,"{'cod': '404', 'message': 'city not found'}"
souillac,-30.63326993319572,62.30984871143977,"{'coord': {'lon': -0.6, 'lat': 45.6}, 'weather': [{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}], 'base': 'stations', 'main': {'temp': 279.15, 'pressure': 1010, 'humidity': 93, 'temp_min': 279.15, 'temp_max': 279.15}, 'visibility': 5000, 'wind': {'speed': 2.1, 'deg': 110}, 'clouds': {'all': 90}, 'dt': 1547953200, 'sys': {'type': 1, 'id': 6452, 'message': 0.0039, 'country': 'FR', 'sunrise': 1547969747, 'sunset': 1548003084}, 'id': 3026644, 'name': 'Souillac', 'cod': 200}"
koupela,12.025675655406047,-0.011616885675294952,"{'coord': {'lon': -0.35, 'lat': 12.18}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 292.798, 'pressure': 995.75, 'humidity': 27, 'temp_min': 292.798, 'temp_max': 292.798, 'sea_level': 1026.69, 'grnd_level': 995.75}, 'wind': {'speed': 4.86, 'deg': 10.0008}, 'clouds': {'all': 0}, 'dt': 1547956211, 'sys': {'message': 0.0039, 'country': 'BF', 'sunrise': 1547965610, 'sunset': 1548007082}, 'id': 2358738, 'name': 'Koupela', 'cod': 200}"
kavaratti,9.627344584353764,69.78450214026327,"{'coord': {'lon': 72.64, 'lat': 10.57}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 300.573, 'pressure': 1028.58, 'humidity': 100, 'temp_min': 300.573, 'temp_max': 300.573, 'sea_level': 1028.55, 'grnd_level': 1028.58}, 'wind': {'speed': 1.41, 'deg': 34.5008}, 'clouds': {'all': 0}, 'dt': 1547956301, 'sys': {'message': 0.004, 'country': 'IN', 'sunrise': 1547947944, 'sunset': 1547989705}, 'id': 1267390, 'name': 'Kavaratti', 'cod': 200}"
rio verde de mato grosso,-18.873930466328588,-54.50292005999977,"{'coord': {'lon': -54.84, 'lat': -18.92}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 295.198, 'pressure': 968.92, 'humidity': 92, 'temp_min': 295.198, 'temp_max': 295.198, 'sea_level': 1026.73, 'grnd_level': 968.92}, 'wind': {'speed': 1.66, 'deg': 91.5008}, 'rain': {'3h': 1.1}, 'clouds': {'all': 88}, 'dt': 1547956302, 'sys': {'message': 0.004, 'country': 'BR', 'sunrise': 1547975861, 'sunset': 1548022974}, 'id': 3451051, 'name': 'Rio Verde de Mato Grosso', 'cod': 200}"
cockburn town,21.817371377120736,-68.78063924405684,"{'coord': {'lon': -71.14, 'lat': 21.46}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 298.923, 'pressure': 1030.85, 'humidity': 100, 'temp_min': 298.923, 'temp_max': 298.923, 'sea_level': 1030.82, 'grnd_level': 1030.85}, 'wind': {'speed': 8.61, 'deg': 116.501}, 'clouds': {'all': 0}, 'dt': 1547956235, 'sys': {'message': 0.0033, 'country': 'TC', 'sunrise': 1547983485, 'sunset': 1548023198}, 'id': 3576994, 'name': 'Cockburn Town', 'cod': 200}"
hauterive,50.77241995658272,-69.0492875237829,"{'coord': {'lon': 3.45, 'lat': 46.09}, 'weather': [{'id': 615, 'main': 'Snow', 'description': 'light rain and snow', 'icon': '13n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}], 'base': 'stations', 'main': {'temp': 274.1, 'pressure': 1009, 'humidity': 93, 'temp_min': 273.15, 'temp_max': 275.15}, 'visibility': 6000, 'wind': {'speed': 1.56, 'deg': 170.501}, 'clouds': {'all': 48}, 'dt': 1547953200, 'sys': {'type': 1, 'id': 6496, 'message': 0.0045, 'country': 'FR', 'sunrise': 1547968868, 'sunset': 1548002019}, 'id': 3013748, 'name': 'Hauterive', 'cod': 200}"
